CustomerNo ,AVGCREDIT,TOTALCREDIT,AVGDEBIT,TOTALDEBIT
91370,318729.36,-130435.15,-1565221.82,-71009.182
91371,318729.36,4.0,-168.13,-4223515.01
91372,1564684.0,32038.182,-5917.43,-2017.6
91373,0.33,-130435.15,-168.13,-4223515.01
91374,318729.36,4.0,-168.13,-4223515.01
91375,3.75,32038.182,0.0,-71009.182
91376,3.75,32038.182,-5917.43,-2017.6
91377,3.75,32038.182,-5917.43,-71009.182
91378,1564684.0,3824752.28,-351959.58,-2017.6
91379,318729.36,-130435.15,-1565221.82,-71009.182
91380,1564684.0,45.0,-5917.43,-71009.182
91381,1564684.0,-130435.15,-1565221.82,-4223515.01
91382,0.33,-130435.15,-168.13,-4223515.01
91383,2669.85,45.0,-351959.58,-4223515.01
91384,318729.36,45.0,-168.13,-71009.182
91385,0.33,4.0,0.0,-4223515.01
91386,1564684.0,-130435.15,-1565221.82,-4223515.01
91387,318729.36,3824752.28,-1565221.82,0.0
91388,318729.36,45.0,-168.13,-71009.182
91389,318729.36,45.0,-168.13,-71009.182
91390,0.33,3824752.28,0.0,-71009.182
91391,1564684.0,3824752.28,-168.13,0.0
91392,318729.36,4.0,-168.13,0.0
91393,1564684.0,3824752.28,-351959.58,-2017.6
91394,1564684.0,3824752.28,-351959.58,-2017.6
91395,318729.36,32038.182,0.0,-71009.182
91396,0.33,45.0,-1565221.82,-1565221.82
91397,318729.36,3824752.28,-1565221.82,0.0
91398,3.75,32038.182,0.0,-2017.6
91399,1564684.0,32038.182,0.0,-2017.6
91400,2669.85,4.0,-1565221.82,-71009.182
91401,1564684.0,3824752.28,-1565221.82,-1565221.82
91402,1564684.0,3824752.28,-351959.58,-2017.6
91403,318729.36,32038.182,-351959.58,-4223515.01
91404,318729.36,4.0,-351959.58,-2017.6
91405,318729.36,4.0,-168.13,-1565221.82
91406,2669.85,45.0,-351959.58,-4223515.01
91407,1564684.0,3824752.28,-351959.58,-2017.6
91408,1564684.0,3824752.28,-351959.58,-2017.6
91409,318729.36,-130435.15,-1565221.82,-2017.6
91410,1564684.0,32038.182,-351959.58,-4223515.01
91411,318729.36,45.0,-351959.58,-4223515.01
91412,1564684.0,3824752.28,-351959.58,-2017.6
91413,3.75,3824752.28,-1565221.82,0.0
91414,3.75,3824752.28,-351959.58,-2017.6
91415,2669.85,3824752.28,0.0,-71009.182
91416,0.33,3824752.28,0.0,-2017.6
91417,318729.36,3824752.28,-351959.58,-2017.6
91418,1564684.0,32038.182,0.0,-2017.6
91419,0.33,45.0,-1565221.82,-1565221.82
91420,318729.36,45.0,-168.13,-71009.182
91421,0.33,3824752.28,0.0,-71009.182
91422,1564684.0,32038.182,0.0,-71009.182
91423,318729.36,32038.182,-1565221.82,-4223515.01
91424,0.33,45.0,-1565221.82,-71009.182
91425,2669.85,32038.182,-1565221.82,-4223515.01
91426,2669.85,32038.182,-1565221.82,-4223515.01
91427,3.75,32038.182,-5917.43,-71009.182
91428,318729.36,45.0,-168.13,-71009.182
91429,2669.85,45.0,-351959.58,-4223515.01
91430,0.33,45.0,0.0,-71009.182
91431,1564684.0,3824752.28,-351959.58,-2017.6
91432,3.75,-130435.15,-168.13,-4223515.01
91433,318729.36,32038.182,-1565221.82,-4223515.01
91434,1564684.0,32038.182,-1565221.82,-4223515.01
91435,2669.85,3824752.28,-1565221.82,0.0
91436,2669.85,32038.182,-1565221.82,-4223515.01
91437,2669.85,3824752.28,-1565221.82,-1565221.82
91438,1564684.0,3824752.28,-351959.58,-2017.6
91439,318729.36,32038.182,-1565221.82,-4223515.01
91440,1564684.0,3824752.28,-1565221.82,0.0
91441,3.75,32038.182,0.0,-71009.182
91442,318729.36,4.0,-351959.58,-1565221.82
91443,0.33,45.0,-1565221.82,-1565221.82
91444,318729.36,32038.182,-1565221.82,-4223515.01
91445,2669.85,45.0,-351959.58,-4223515.01
91446,3.75,32038.182,-1565221.82,-4223515.01
91447,1564684.0,3824752.28,-351959.58,-2017.6
91448,0.33,45.0,-1565221.82,-71009.182
91449,3.75,32038.182,0.0,-2017.6
91450,0.33,32038.182,-5917.43,-71009.182
91451,1564684.0,3824752.28,-351959.58,-2017.6
91452,1564684.0,32038.182,-1565221.82,-4223515.01
91453,0.33,45.0,-1565221.82,-1565221.82
91454,1564684.0,3824752.28,-168.13,0.0
91455,1564684.0,45.0,-5917.43,-71009.182
91456,318729.36,4.0,-168.13,0.0
91457,318729.36,32038.182,-351959.58,-4223515.01
91458,1564684.0,3824752.28,-351959.58,-2017.6
91459,2669.85,3824752.28,-5917.43,-4223515.01
91460,318729.36,45.0,-351959.58,-4223515.01
91461,2669.85,3824752.28,-1565221.82,-1565221.82
91462,3.75,32038.182,-5917.43,-71009.182
91463,0.33,3824752.28,0.0,0.0
91464,3.75,32038.182,0.0,-71009.182
91465,3.75,32038.182,0.0,-71009.182
91466,318729.36,32038.182,0.0,-71009.182
91467,0.33,45.0,-1565221.82,-4223515.01
91468,2669.85,3824752.28,-1565221.82,-1565221.82
91469,1564684.0,32038.182,0.0,-71009.182
91470,318729.36,-130435.15,-1565221.82,0.0
91471,1564684.0,3824752.28,-351959.58,-2017.6
91472,318729.36,32038.182,-5917.43,-71009.182
91473,1564684.0,3824752.28,-168.13,-2017.6
91474,0.33,3824752.28,0.0,-4223515.01
91475,1564684.0,3824752.28,-1565221.82,0.0
91476,318729.36,4.0,-168.13,-71009.182
91477,318729.36,32038.182,-1565221.82,-4223515.01
91478,0.33,4.0,-168.13,-1565221.82
91479,3.75,32038.182,-1565221.82,-4223515.01
91480,318729.36,45.0,-351959.58,-4223515.01
91481,318729.36,4.0,-168.13,-4223515.01
91482,1564684.0,3824752.28,-351959.58,-2017.6
91483,318729.36,32038.182,0.0,-71009.182
91484,3.75,32038.182,0.0,-71009.182
91485,0.33,3824752.28,0.0,-71009.182
91486,318729.36,32038.182,0.0,-2017.6
91487,3.75,32038.182,0.0,-2017.6
91488,318729.36,45.0,-168.13,-71009.182
91489,1564684.0,32038.182,0.0,-71009.182
91490,2669.85,32038.182,-1565221.82,-4223515.01
91491,318729.36,4.0,-168.13,0.0
91492,0.33,3824752.28,0.0,-2017.6
91493,3.75,45.0,-168.13,-71009.182
91494,318729.36,-130435.15,-1565221.82,-4223515.01
91495,318729.36,4.0,-168.13,0.0
91496,0.33,-130435.15,-168.13,0.0
91497,318729.36,32038.182,-1565221.82,-4223515.01
91498,3.75,3824752.28,-351959.58,-2017.6
91499,0.33,4.0,0.0,-4223515.01
91500,1564684.0,3824752.28,-351959.58,-2017.6
91501,318729.36,45.0,-168.13,-1565221.82
91502,1564684.0,3824752.28,-168.13,-2017.6
91503,318729.36,4.0,-351959.58,-2017.6
91504,3.75,32038.182,-5917.43,-1565221.82
91505,1564684.0,3824752.28,-351959.58,-2017.6
91506,1564684.0,4.0,-5917.43,-1565221.82
91507,3.75,32038.182,0.0,-71009.182
91508,1564684.0,32038.182,0.0,-71009.182
91509,2669.85,3824752.28,-1565221.82,0.0
91510,1564684.0,3824752.28,-351959.58,-2017.6
91511,0.33,45.0,-1565221.82,-4223515.01
91512,3.75,4.0,0.0,-4223515.01
91513,318729.36,-130435.15,-1565221.82,-2017.6
91514,1564684.0,3824752.28,-351959.58,-2017.6
91515,3.75,32038.182,-1565221.82,-4223515.01
91516,1564684.0,45.0,-5917.43,-71009.182
91517,1564684.0,32038.182,-351959.58,-1565221.82
91518,318729.36,45.0,-351959.58,-4223515.01
91519,318729.36,4.0,-168.13,0.0
91520,3.75,32038.182,-5917.43,-2017.6
91521,318729.36,3824752.28,-351959.58,-2017.6
91522,1564684.0,32038.182,-1565221.82,-4223515.01
91523,0.33,45.0,-1565221.82,-71009.182
91524,0.33,45.0,-1565221.82,-1565221.82
91525,318729.36,45.0,-351959.58,-4223515.01
91526,3.75,45.0,-168.13,-71009.182
91527,1564684.0,32038.182,0.0,-71009.182
91528,3.75,32038.182,0.0,-2017.6
91529,3.75,32038.182,-5917.43,-71009.182
91530,3.75,45.0,-168.13,-1565221.82
91531,1564684.0,32038.182,-351959.58,-4223515.01
91532,318729.36,32038.182,0.0,-2017.6
91533,318729.36,4.0,-351959.58,-71009.182
91534,318729.36,32038.182,-1565221.82,-4223515.01
91535,1564684.0,3824752.28,-351959.58,-2017.6
91536,318729.36,32038.182,-1565221.82,-4223515.01
91537,1564684.0,3824752.28,-351959.58,-2017.6
91538,318729.36,32038.182,0.0,-71009.182
91539,1564684.0,3824752.28,-351959.58,-2017.6
91540,2669.85,45.0,-351959.58,-4223515.01
91541,318729.36,32038.182,0.0,-71009.182
91542,318729.36,4.0,-351959.58,-71009.182
91543,318729.36,-130435.15,-1565221.82,-71009.182
91544,0.33,3824752.28,0.0,-4223515.01
91545,0.33,3824752.28,0.0,-2017.6
91546,2669.85,45.0,-351959.58,-4223515.01
91547,318729.36,4.0,-351959.58,-1565221.82
91548,1564684.0,32038.182,0.0,-71009.182
91549,3.75,32038.182,0.0,-2017.6
91550,318729.36,32038.182,0.0,-2017.6
91551,0.33,32038.182,-351959.58,-1565221.82
91552,318729.36,32038.182,0.0,-2017.6
91553,3.75,32038.182,-1565221.82,-4223515.01
91554,1564684.0,32038.182,-351959.58,-4223515.01
91555,1564684.0,32038.182,-1565221.82,-4223515.01
91556,1564684.0,32038.182,0.0,-71009.182
91557,1564684.0,3824752.28,-351959.58,-2017.6
91558,318729.36,4.0,-168.13,-71009.182
91559,0.33,3824752.28,0.0,-2017.6
91560,318729.36,32038.182,-5917.43,-2017.6
91561,2669.85,3824752.28,-1565221.82,-1565221.82
91562,1564684.0,3824752.28,-351959.58,-2017.6
91563,318729.36,32038.182,-1565221.82,-4223515.01
91564,1564684.0,3824752.28,-351959.58,-2017.6
91565,0.33,32038.182,-5917.43,-2017.6
91566,2669.85,45.0,-351959.58,-4223515.01
91567,318729.36,-130435.15,-1565221.82,-2017.6
91568,1564684.0,45.0,-5917.43,-71009.182
91569,318729.36,32038.182,0.0,-71009.182
91570,318729.36,32038.182,-1565221.82,-4223515.01
91571,318729.36,-130435.15,-5917.43,-2017.6
91572,3.75,32038.182,-5917.43,-71009.182
91573,1564684.0,4.0,0.0,-4223515.01
91574,318729.36,45.0,-351959.58,-4223515.01
91575,3.75,3824752.28,-351959.58,-2017.6
91576,3.75,32038.182,0.0,-71009.182
91577,2669.85,3824752.28,-1565221.82,-1565221.82
91578,0.33,3824752.28,0.0,-4223515.01
91579,1564684.0,32038.182,-5917.43,-2017.6
91580,318729.36,-130435.15,-1565221.82,-71009.182
91581,3.75,45.0,-168.13,-71009.182
91582,2669.85,45.0,-351959.58,-4223515.01
91583,3.75,32038.182,0.0,-71009.182
91584,1564684.0,45.0,-5917.43,-71009.182
91585,1564684.0,3824752.28,-1565221.82,0.0
91586,318729.36,32038.182,-5917.43,-2017.6
91587,3.75,45.0,-168.13,-71009.182
91588,3.75,32038.182,0.0,-71009.182
91589,1564684.0,32038.182,-5917.43,-2017.6
91590,318729.36,45.0,-168.13,-71009.182
91591,318729.36,32038.182,0.0,-2017.6
91592,1564684.0,3824752.28,-351959.58,-2017.6
91593,2669.85,32038.182,-168.13,-1565221.82
91594,318729.36,32038.182,-351959.58,-4223515.01
91595,1564684.0,45.0,-5917.43,-71009.182
91596,3.75,32038.182,-5917.43,-1565221.82
91597,1564684.0,45.0,-5917.43,-71009.182
91598,1564684.0,32038.182,-351959.58,-4223515.01
91599,1564684.0,45.0,-5917.43,-71009.182
91600,0.33,-130435.15,-168.13,-4223515.01
91601,318729.36,32038.182,-5917.43,-2017.6
91602,2669.85,3824752.28,-1565221.82,-1565221.82
91603,1564684.0,4.0,0.0,-4223515.01
91604,0.33,4.0,0.0,-4223515.01
91605,318729.36,-130435.15,-1565221.82,-2017.6
91606,3.75,32038.182,-1565221.82,-4223515.01
91607,318729.36,4.0,-351959.58,-1565221.82
91608,318729.36,32038.182,-1565221.82,-4223515.01
91609,318729.36,-130435.15,-1565221.82,-71009.182
91610,0.33,3824752.28,0.0,-71009.182
91611,3.75,32038.182,-1565221.82,-4223515.01
91612,3.75,45.0,-168.13,-71009.182
91613,2669.85,3824752.28,-1565221.82,0.0
91614,0.33,4.0,0.0,-4223515.01
91615,3.75,32038.182,0.0,-71009.182
91616,1564684.0,32038.182,-1565221.82,-4223515.01
91617,1564684.0,3824752.28,-351959.58,-2017.6
91618,1564684.0,3824752.28,-351959.58,-2017.6
91619,3.75,32038.182,0.0,-71009.182
91620,3.75,32038.182,-1565221.82,-4223515.01
91621,2669.85,3824752.28,-1565221.82,0.0
91622,0.33,3824752.28,0.0,-71009.182
91623,1564684.0,32038.182,-1565221.82,-4223515.01
91624,0.33,4.0,-168.13,0.0
91625,0.33,3824752.28,0.0,0.0
91626,2669.85,4.0,-1565221.82,-71009.182
91627,2669.85,3824752.28,-1565221.82,-1565221.82
91628,0.33,45.0,-1565221.82,-1565221.82
91629,3.75,3824752.28,-1565221.82,0.0
91630,1564684.0,45.0,-5917.43,-71009.182
91631,318729.36,-130435.15,-1565221.82,-2017.6
91632,0.33,3824752.28,0.0,-4223515.01
91633,1564684.0,3824752.28,-168.13,-2017.6
91634,0.33,3824752.28,0.0,-71009.182
91635,318729.36,-130435.15,-1565221.82,-71009.182
91636,3.75,32038.182,-5917.43,-2017.6
91637,1564684.0,-130435.15,-5917.43,-2017.6
91638,318729.36,4.0,0.0,-4223515.01
91639,318729.36,45.0,-351959.58,-4223515.01
91640,3.75,32038.182,-5917.43,-2017.6
91641,318729.36,4.0,-351959.58,-1565221.82
91642,3.75,4.0,0.0,-4223515.01
91643,318729.36,32038.182,0.0,-71009.182
91644,3.75,32038.182,0.0,-71009.182
91645,0.33,3824752.28,0.0,0.0
91646,1564684.0,45.0,-5917.43,-71009.182
91647,3.75,32038.182,-5917.43,-71009.182
91648,318729.36,4.0,-351959.58,0.0
91649,1564684.0,3824752.28,-351959.58,-2017.6
91650,1564684.0,3824752.28,-351959.58,-2017.6
91651,1564684.0,32038.182,-1565221.82,-4223515.01
91652,2669.85,45.0,-351959.58,-4223515.01
91653,318729.36,32038.182,0.0,-71009.182
91654,3.75,3824752.28,-351959.58,-2017.6
91655,318729.36,4.0,-351959.58,-1565221.82
91656,318729.36,4.0,-168.13,-71009.182
91657,2669.85,4.0,-1565221.82,-71009.182
91658,318729.36,32038.182,0.0,-2017.6
91659,1564684.0,-130435.15,-1565221.82,-2017.6
91660,1564684.0,45.0,-5917.43,-71009.182
91661,3.75,32038.182,0.0,-71009.182
91662,318729.36,45.0,-168.13,-71009.182
91663,318729.36,-130435.15,-1565221.82,-2017.6
91664,3.75,32038.182,-5917.43,-4223515.01
91665,0.33,3824752.28,0.0,-71009.182
91666,3.75,32038.182,0.0,-2017.6
91667,3.75,3824752.28,-351959.58,-2017.6
91668,1564684.0,3824752.28,-1565221.82,0.0
91669,318729.36,3824752.28,-351959.58,-2017.6
91670,1564684.0,3824752.28,-351959.58,-2017.6
91671,2669.85,45.0,-351959.58,-4223515.01
91672,1564684.0,3824752.28,-351959.58,-2017.6
91673,1564684.0,3824752.28,-351959.58,-2017.6
91674,1564684.0,32038.182,0.0,-71009.182
91675,318729.36,3824752.28,-5917.43,-71009.182
91676,0.33,-130435.15,-168.13,-4223515.01
91677,318729.36,4.0,-351959.58,-1565221.82
91678,3.75,32038.182,-5917.43,-2017.6
91679,1564684.0,45.0,-1565221.82,-1565221.82
91680,318729.36,45.0,-168.13,0.0
91681,1564684.0,3824752.28,-351959.58,-2017.6
91682,318729.36,-130435.15,-1565221.82,-2017.6
91683,3.75,3824752.28,-1565221.82,-1565221.82
91684,1564684.0,45.0,-1565221.82,-4223515.01
91685,318729.36,32038.182,0.0,-2017.6
91686,3.75,3824752.28,-351959.58,-2017.6
91687,1564684.0,-130435.15,-1565221.82,-2017.6
91688,3.75,32038.182,-5917.43,-2017.6
91689,1564684.0,-130435.15,-5917.43,-2017.6
91690,318729.36,3824752.28,-5917.43,-71009.182
91691,1564684.0,3824752.28,-351959.58,-2017.6
91692,318729.36,45.0,-351959.58,-4223515.01
91693,1564684.0,45.0,-5917.43,-71009.182
91694,1564684.0,-130435.15,-1565221.82,0.0
91695,318729.36,32038.182,0.0,-71009.182
91696,1564684.0,-130435.15,-1565221.82,-2017.6
91697,3.75,32038.182,-5917.43,-71009.182
91698,3.75,32038.182,-5917.43,-71009.182
91699,318729.36,-130435.15,-1565221.82,-71009.182
91700,3.75,32038.182,-5917.43,-1565221.82
91701,2669.85,3824752.28,0.0,-2017.6
91702,1564684.0,3824752.28,-168.13,-2017.6
91703,2669.85,32038.182,-1565221.82,-4223515.01
91704,1564684.0,32038.182,0.0,-71009.182
91705,0.33,4.0,0.0,-4223515.01
91706,0.33,3824752.28,0.0,0.0
91707,0.33,3824752.28,0.0,-2017.6
91708,318729.36,32038.182,-5917.43,-71009.182
91709,318729.36,-130435.15,-5917.43,-2017.6
91710,1564684.0,3824752.28,-351959.58,-2017.6
91711,3.75,-130435.15,-168.13,-4223515.01
91712,0.33,32038.182,-5917.43,-2017.6
91713,1564684.0,3824752.28,-351959.58,-2017.6
91714,1564684.0,3824752.28,-351959.58,-2017.6
91715,3.75,32038.182,0.0,-71009.182
91716,318729.36,4.0,-351959.58,-1565221.82
91717,2669.85,32038.182,-1565221.82,-4223515.01
91718,2669.85,45.0,-351959.58,-4223515.01
91719,0.33,45.0,-1565221.82,-1565221.82
91720,1564684.0,32038.182,0.0,-2017.6
91721,3.75,32038.182,-1565221.82,-4223515.01
91722,0.33,32038.182,-5917.43,-1565221.82
91723,318729.36,-130435.15,-1565221.82,-4223515.01
91724,3.75,32038.182,0.0,-71009.182
91725,1564684.0,32038.182,0.0,-71009.182
91726,1564684.0,4.0,-168.13,0.0
91727,3.75,32038.182,0.0,-2017.6
91728,1564684.0,3824752.28,-168.13,-2017.6
91729,0.33,32038.182,-351959.58,-4223515.01
91730,1564684.0,3824752.28,-351959.58,-2017.6
91731,1564684.0,32038.182,0.0,-71009.182
91732,3.75,32038.182,0.0,-2017.6
91733,318729.36,32038.182,-1565221.82,-4223515.01
91734,1564684.0,4.0,0.0,-4223515.01
91735,1564684.0,-130435.15,-5917.43,-2017.6
91736,318729.36,-130435.15,-1565221.82,-2017.6
91737,0.33,45.0,-1565221.82,-71009.182
91738,318729.36,-130435.15,-1565221.82,-2017.6
91739,1564684.0,32038.182,0.0,-2017.6
91740,318729.36,32038.182,-1565221.82,-4223515.01
91741,318729.36,45.0,-168.13,-71009.182
91742,0.33,45.0,0.0,-4223515.01
91743,318729.36,45.0,-168.13,-71009.182
91744,1564684.0,3824752.28,-168.13,0.0
91745,1564684.0,3824752.28,-1565221.82,0.0
91746,1564684.0,45.0,-5917.43,-71009.182
91747,1564684.0,45.0,-5917.43,-71009.182
91748,0.33,45.0,0.0,-4223515.01
91749,1564684.0,3824752.28,-168.13,0.0
91750,2669.85,32038.182,-1565221.82,-4223515.01
91751,3.75,32038.182,-1565221.82,-4223515.01
91752,3.75,45.0,-168.13,-71009.182
91753,318729.36,4.0,0.0,-4223515.01
91754,318729.36,32038.182,0.0,-2017.6
91755,1564684.0,4.0,0.0,-4223515.01
91756,318729.36,32038.182,0.0,-71009.182
91757,3.75,32038.182,-5917.43,-1565221.82
91758,3.75,45.0,-168.13,-71009.182
91759,1564684.0,45.0,-5917.43,-71009.182
91760,3.75,3824752.28,-351959.58,-2017.6
91761,1564684.0,-130435.15,-5917.43,-2017.6
91762,1564684.0,32038.182,-5917.43,-4223515.01
91763,318729.36,45.0,-351959.58,-4223515.01
91764,3.75,45.0,-168.13,-71009.182
91765,1564684.0,45.0,-5917.43,-71009.182
91766,1564684.0,-130435.15,-1565221.82,-71009.182
91767,3.75,32038.182,-5917.43,-2017.6
91768,0.33,3824752.28,0.0,-71009.182
91769,2669.85,45.0,-351959.58,-4223515.01
91770,1564684.0,32038.182,-351959.58,-4223515.01
91771,3.75,45.0,-168.13,-71009.182
91772,1564684.0,32038.182,-1565221.82,-4223515.01
91773,3.75,32038.182,0.0,-71009.182
91774,3.75,32038.182,-5917.43,-71009.182
91775,1564684.0,-130435.15,-1565221.82,-2017.6
91776,3.75,32038.182,-5917.43,-71009.182
91777,1564684.0,45.0,-5917.43,-71009.182
91778,2669.85,3824752.28,-5917.43,-71009.182
91779,318729.36,-130435.15,-1565221.82,-2017.6
91780,1564684.0,3824752.28,-351959.58,-2017.6
91781,318729.36,45.0,-351959.58,-4223515.01
91782,1564684.0,45.0,-5917.43,-71009.182
91783,3.75,45.0,-168.13,-71009.182
91784,1564684.0,32038.182,0.0,-2017.6
91785,3.75,32038.182,0.0,-2017.6
91786,318729.36,32038.182,-168.13,-1565221.82
91787,318729.36,-130435.15,-1565221.82,-2017.6
91788,1564684.0,3824752.28,-351959.58,-2017.6
91789,318729.36,32038.182,0.0,-71009.182
91790,3.75,32038.182,-5917.43,-1565221.82
91791,3.75,-130435.15,-168.13,-4223515.01
91792,1564684.0,32038.182,0.0,-71009.182
91793,1564684.0,3824752.28,-351959.58,-2017.6
91794,1564684.0,4.0,-5917.43,0.0
91795,1564684.0,4.0,-168.13,-4223515.01
91796,2669.85,4.0,-1565221.82,-71009.182
91797,1564684.0,-130435.15,-1565221.82,-71009.182
91798,318729.36,32038.182,0.0,-2017.6
91799,318729.36,32038.182,-1565221.82,-4223515.01
91800,318729.36,32038.182,0.0,-2017.6
91801,1564684.0,3824752.28,-351959.58,-2017.6
91802,0.33,3824752.28,0.0,-2017.6
91803,0.33,3824752.28,0.0,-4223515.01
91804,3.75,3824752.28,-351959.58,-2017.6
91805,2669.85,3824752.28,-5917.43,-71009.182
91806,0.33,-130435.15,-168.13,-4223515.01
91807,318729.36,32038.182,-5917.43,-71009.182
91808,3.75,32038.182,0.0,-71009.182
91809,318729.36,4.0,-351959.58,-1565221.82
91810,0.33,4.0,0.0,-4223515.01
91811,0.33,4.0,0.0,-4223515.01
91812,318729.36,3824752.28,-1565221.82,-1565221.82
91813,318729.36,4.0,-351959.58,0.0
91814,318729.36,32038.182,-1565221.82,-4223515.01
91815,0.33,-130435.15,-168.13,-4223515.01
91816,2669.85,3824752.28,-1565221.82,-1565221.82
91817,2669.85,45.0,-351959.58,-4223515.01
91818,3.75,45.0,-168.13,-71009.182
91819,318729.36,4.0,-351959.58,-1565221.82
91820,0.33,45.0,-1565221.82,-1565221.82
91821,2669.85,3824752.28,-1565221.82,0.0
91822,318729.36,4.0,-351959.58,-1565221.82
91823,0.33,32038.182,-351959.58,-4223515.01
91824,0.33,45.0,-1565221.82,-4223515.01
91825,318729.36,4.0,-351959.58,-71009.182
91826,3.75,32038.182,-5917.43,-1565221.82
91827,318729.36,3824752.28,-5917.43,-71009.182
91828,3.75,32038.182,0.0,-71009.182
91829,0.33,3824752.28,0.0,-4223515.01
91830,0.33,3824752.28,0.0,-71009.182
91831,3.75,32038.182,-5917.43,-1565221.82
91832,2669.85,45.0,-351959.58,-4223515.01
91833,0.33,45.0,-1565221.82,-4223515.01
91834,318729.36,4.0,-168.13,-2017.6
91835,0.33,3824752.28,0.0,-2017.6
91836,318729.36,-130435.15,-1565221.82,-2017.6
91837,2669.85,45.0,-351959.58,-4223515.01
91838,318729.36,32038.182,-1565221.82,-4223515.01
91839,0.33,3824752.28,-5917.43,-71009.182
91840,3.75,32038.182,-5917.43,-1565221.82
91841,1564684.0,3824752.28,-351959.58,-2017.6
91842,1564684.0,45.0,-1565221.82,-1565221.82
91843,3.75,32038.182,0.0,-71009.182
91844,1564684.0,3824752.28,-351959.58,-2017.6
91845,3.75,45.0,-168.13,-71009.182
91846,318729.36,45.0,-351959.58,-4223515.01
91847,1564684.0,45.0,-5917.43,-71009.182
91848,2669.85,3824752.28,0.0,-4223515.01
91849,3.75,32038.182,0.0,-71009.182
91850,0.33,4.0,0.0,-4223515.01
91851,3.75,32038.182,-5917.43,-2017.6
91852,3.75,32038.182,0.0,-71009.182
91853,3.75,3824752.28,-1565221.82,-1565221.82
91854,0.33,4.0,0.0,-4223515.01
91855,3.75,3824752.28,-351959.58,-2017.6
91856,0.33,32038.182,-351959.58,-4223515.01
91857,3.75,32038.182,-5917.43,-2017.6
91858,1564684.0,3824752.28,-351959.58,-2017.6
91859,318729.36,-130435.15,-1565221.82,-71009.182
91860,318729.36,32038.182,0.0,-71009.182
91861,318729.36,4.0,-351959.58,-1565221.82
91862,1564684.0,3824752.28,-351959.58,-2017.6
91863,318729.36,3824752.28,-5917.43,-71009.182
91864,2669.85,3824752.28,-1565221.82,-1565221.82
91865,318729.36,32038.182,-5917.43,-1565221.82
91866,1564684.0,32038.182,-1565221.82,-4223515.01
91867,318729.36,-130435.15,-1565221.82,-2017.6
91868,318729.36,32038.182,-1565221.82,-4223515.01
91869,3.75,32038.182,-5917.43,-71009.182
91870,3.75,32038.182,0.0,-71009.182
91871,0.33,32038.182,-5917.43,-1565221.82
91872,1564684.0,45.0,-5917.43,-71009.182
91873,3.75,32038.182,0.0,-71009.182
91874,3.75,32038.182,-5917.43,-2017.6
91875,318729.36,32038.182,-1565221.82,-4223515.01
91876,318729.36,-130435.15,-1565221.82,-2017.6
91877,1564684.0,3824752.28,-351959.58,-2017.6
91878,318729.36,4.0,-168.13,-4223515.01
91879,3.75,32038.182,-5917.43,-2017.6
91880,0.33,4.0,-168.13,-1565221.82
91881,318729.36,-130435.15,-1565221.82,0.0
91882,0.33,45.0,-351959.58,-4223515.01
91883,1564684.0,3824752.28,-351959.58,-2017.6
91884,3.75,32038.182,-5917.43,-1565221.82
91885,318729.36,4.0,0.0,-4223515.01
91886,3.75,45.0,-168.13,-1565221.82
91887,3.75,32038.182,-5917.43,-2017.6
91888,0.33,45.0,-1565221.82,-1565221.82
91889,1564684.0,32038.182,0.0,-71009.182
91890,1564684.0,45.0,-5917.43,-71009.182
91891,0.33,4.0,0.0,-4223515.01
91892,1564684.0,32038.182,0.0,-71009.182
91893,3.75,3824752.28,-351959.58,-2017.6
91894,3.75,32038.182,0.0,-2017.6
91895,318729.36,45.0,-168.13,-71009.182
91896,318729.36,32038.182,-1565221.82,-4223515.01
91897,0.33,45.0,-1565221.82,-71009.182
91898,0.33,45.0,0.0,-4223515.01
91899,3.75,32038.182,0.0,-71009.182
91900,2669.85,3824752.28,-1565221.82,0.0
91901,1564684.0,3824752.28,-351959.58,-2017.6
91902,318729.36,32038.182,0.0,-2017.6
91903,3.75,45.0,-168.13,-71009.182
91904,1564684.0,-130435.15,-1565221.82,-71009.182
91905,318729.36,32038.182,-1565221.82,-71009.182
91906,318729.36,-130435.15,-1565221.82,-71009.182
91907,2669.85,3824752.28,-1565221.82,0.0
91908,318729.36,32038.182,-1565221.82,-4223515.01
91909,0.33,45.0,-1565221.82,-1565221.82
91910,2669.85,45.0,-168.13,-71009.182
91911,318729.36,32038.182,0.0,-71009.182
91912,318729.36,32038.182,0.0,-71009.182
91913,318729.36,-130435.15,-1565221.82,-2017.6
91914,318729.36,45.0,-351959.58,-4223515.01
91915,0.33,45.0,-1565221.82,-1565221.82
91916,0.33,-130435.15,-168.13,-4223515.01
91917,1564684.0,45.0,-5917.43,-71009.182
91918,1564684.0,45.0,-5917.43,-71009.182
91919,1564684.0,3824752.28,-351959.58,-2017.6
91920,3.75,32038.182,-1565221.82,-4223515.01
91921,318729.36,45.0,-168.13,-71009.182
91922,1564684.0,4.0,0.0,-4223515.01
91923,0.33,32038.182,-351959.58,-4223515.01
91924,318729.36,45.0,-168.13,-71009.182
91925,3.75,32038.182,0.0,-71009.182
91926,318729.36,4.0,-351959.58,-1565221.82
91927,1564684.0,4.0,0.0,-4223515.01
91928,0.33,45.0,0.0,-71009.182
91929,1564684.0,32038.182,-351959.58,-1565221.82
91930,3.75,32038.182,0.0,-2017.6
91931,3.75,4.0,0.0,-4223515.01
