"CUSTOMERNO","CATEGORY","INTERESTED","SUBCATEGORY"
59973,AdvanceProduct,Y,TermLoan
5941995,RecommendedProduct,Y,FixedDeposit
4747473,DepositProduct,N,FixedDeposit
3661702,AdvanceProduct,Y,JewelLoan
2200606,DepositProduct,N,FixedDeposit
5533633,DepositProduct,Y,RecurringDeposit
5406334,RecommendedProduct,Y,HealthInsurance
4901504,DepositProduct,N,CA
751327,RecommendedProduct,N,LifeInsurance
5839563,RecommendedProduct,Y,HealthInsurance
5936940,DepositProduct,Y,SB
842177,RecommendedProduct,Y,LifeInsurance
3991602,AlternateIncomePro,N,HealthInsurance
2040587,AlternateIncomePro,N,HealthInsurance
6161305,DepositProduct,Y,FixedDeposit
246803,DepositProduct,Y,SB
4450597,AdvanceProduct,N,OverDraftOLCC
2026034,DepositProduct,Y,SB
134770,DepositProduct,Y,FixedDeposit
87429,AlternateIncomePro,N,LifeInsurance
5578920,AdvanceProduct,Y,JewelLoan
1326837,DepositProduct,Y,FixedDeposit
2887019,DepositProduct,N,SB
6040937,DepositProduct,Y,FixedDeposit
3189314,AdvanceProduct,N,JewelLoan
2652768,RecommendedProduct,Y,HealthInsurance
4249795,RecommendedProduct,Y,LifeInsurance
6150572,DepositProduct,Y,SB
3025702,DepositProduct,Y,FixedDeposit
1012413,DepositProduct,Y,RecurringDeposit
8467,DepositProduct,N,FixedDeposit
589965,RecommendedProduct,Y,LifeInsurance
3320574,DepositProduct,N,FixedDeposit
1111615,RecommendedProduct,N,LifeInsurance
2059602,RecommendedProduct,N,HealthInsurance
5862807,DepositProduct,Y,CA
5418918,RecommendedProduct,N,GeneralInsurance
6077630,AdvanceProduct,N,JewelLoan
5837288,AdvanceProduct,Y,JewelLoan
6198949,AlternateIncomeProduct,Y,LifeInsurance
5379745,AdvanceProduct,Y,JewelLoan
1266734,AdvanceProduct,Y,SwayamGraha
1677723,DepositProduct,N,FixedDeposit
3544304,DepositProduct,Y,FixedDeposit
6391437,DepositProduct,Y,FixedDeposit
1430122,AlternateIncomeProduct,Y,SGB
1278562,DepositProduct,Y,FixedDeposit
5936031,AdvanceProduct,Y,OverDraftOLCC
4565224,DepositProduct,Y,SB
5753150,RecommendedProduct,Y,SB
6401585,AdvanceProduct,Y,JewelLoan
4472901,RecommendedProduct,N,FixedDeposit
3914851,RecommendedProduct,N,HealthInsurance
6119254,DepositProduct,Y,CA
4164545,AdvanceProduct,Y,JewelLoan
6102411,RecommendedProduct,N,HealthInsurance
3005509,AdvanceProduct,N,JewelLoan
2480912,DepositProduct,Y,FixedDeposit
120278,DepositProduct,Y,FixedDeposit
3025161,AdvanceProduct,Y,PersonalLoan
1536879,PaymentProduct,Y,Fastag
5716542,DepositProduct,Y,RecurringDeposit
1040526,DepositProduct,N,SB
2637325,DepositProduct,Y,SB
5395039,DepositProduct,Y,SB
4909516,DepositProduct,Y,CA
1316220,DepositProduct,N,CA
4508702,AdvanceProduct,Y,JewelLoan
4307093,DigitalOtherProduct,Y,NetBanking
4951870,AdvanceProduct,Y,JewelLoan
6161184,DepositProduct,Y,FixedDeposit
4648359,DigitalOtherProduct,Y,MobileBanking
501495,AlternateIncomeProduct,Y,HealthInsurance
5483770,PaymentProduct,Y,POS
5055062,AdvanceProduct,N,TermLoan
2025975,DepositProduct,Y,FixedDeposit
3160524,DepositProduct,N,SB
2010056,AlternateIncomeProduct,Y,HealthInsurance
1365721,undefined,Y,undefined
985037,AlternateIncomePro,N,HealthInsurance
4960061,AlternateIncomeProduct,Y,HealthInsurance
4097230,RecommendedProduct,Y,LifeInsurance
4133075,RecommendedProduct,Y,LifeInsurance
228645,AdvanceProduct,Y,JewelLoan
5941998,AdvanceProduct,Y,PersonalLoan
6169740,RecommendedProduct,Y,FixedDeposit
5096285,AdvanceProduct,Y,TermLoan
5966293,AdvanceProduct,Y,TermLoan
1082480,RecommendedProduct,Y,LifeInsurance
2459399,DepositProduct,Y,SB
1391575,DepositProduct,Y,SB
4208450,DepositProduct,Y,SB
6104330,AdvanceProduct,Y,JewelLoan
2705948,AlternateIncomeProduct,Y,HealthInsurance
4144506,AdvanceProduct,Y,TermLoan
2314716,AdvanceProduct,Y,JewelLoan
1415649,DepositProduct,Y,FixedDeposit
74558,DepositProduct,Y,CA
1272007,AlternateIncomePro,N,HealthInsurance
131599,DepositProduct,Y,SB
4836719,RecommendedProduct,Y,HealthInsurance
5216421,DigitalOtherProduct,Y,MobileNoUpdated
5181279,DepositProduct,N,FixedDeposit
1162826,DigitalOtherProduc,N,MobileBanking
4373294,AdvanceProduct,Y,TermLoan
2456622,AdvanceProduct,Y,PersonalLoan
5580588,DepositProduct,Y,SB
1010868,DepositProduct,Y,SB
953570,AdvanceProduct,Y,TermLoan
6396752,AdvanceProduct,Y,JewelLoan
3511868,RecommendedProduct,Y,HealthInsurance
2529756,AlternateIncomeProduct,Y,LifeInsurance
489971,DepositProduct,Y,SB
4444785,AdvanceProduct,Y,JewelLoan
4279611,AdvanceProduct,Y,JewelLoan
5258896,RecommendedProduct,Y,POS
4884267,AdvanceProduct,Y,JewelLoan
1692074,DepositProduct,N,FixedDeposit
5337958,AlternateIncomeProduct,Y,LifeInsurance
6418373,AdvanceProduct,Y,JewelLoan
5989917,AdvanceProduct,Y,JewelLoan
4557227,AlternateIncomeProduct,Y,LifeInsurance
1593380,DepositProduct,N,FixedDeposit
4352869,AdvanceProduct,Y,JewelLoan
45464,RecommendedProduct,Y,LifeInsurance
1832981,AdvanceProduct,Y,JewelLoan
2270211,DepositProduct,Y,FixedDeposit
2275038,AlternateIncomeProduct,Y,SGB
682898,DepositProduct,Y,FixedDeposit
4214129,RecommendedProduct,Y,FixedDeposit
6269737,AdvanceProduct,N,JewelLoan
1351591,DepositProduct,N,FixedDeposit
1209479,RecommendedProduct,N,SB
2153098,DigitalOtherProduc,N,MobileBanking
6266133,AdvanceProduct,N,JewelLoan
696403,DepositProduct,Y,SB
2113588,RecommendedProduct,Y,FixedDeposit
5930664,RecommendedProduct,Y,FixedDeposit
6202555,DepositProduct,Y,FixedDeposit
5417211,AdvanceProduct,Y,SwayamGraha
603728,DepositProduct,Y,CA
6051127,RecommendedProduct,Y,HealthInsurance
1587081,AlternateIncomePro,Y,LifeInsurance
129291,RecommendedProduct,N,HealthInsurance
2441610,RecommendedProduct,Y,HealthInsurance
4450840,AdvanceProduct,Y,JewelLoan
5756105,DigitalOtherProduct,Y,NetBanking
5433440,AdvanceProduct,N,JewelLoan
1035081,AlternateIncomeProduct,Y,HealthInsurance
6115074,AlternateIncomePro,N,HealthInsurance
4307877,DigitalOtherProduct,Y,MobileBanking
2708748,RecommendedProduct,Y,FixedDeposit
6201822,AdvanceProduct,Y,JewelLoan
6257032,AdvanceProduct,Y,OverDraftOLCC
5922014,DepositProduct,Y,FixedDeposit
2093049,AdvanceProduct,Y,JewelLoan
2337420,RecommendedProduct,Y,SB
4903216,AdvanceProduct,Y,OverDraftOLCC
4503627,AlternateIncomePro,N,LifeInsurance
3641515,AdvanceProduct,Y,JewelLoan
3112985,AlternateIncomePro,N,LifeInsurance
5370510,AdvanceProduct,N,TermLoan
3266523,RecommendedProduct,N,Fastag
3072877,DepositProduct,Y,FixedDeposit
1236468,DigitalOtherProduc,N,NetBanking
987257,AlternateIncomePro,N,LifeInsurance
6299800,AlternateIncomePro,N,HealthInsurance
5665487,AlternateIncomeProduct,Y,SBICreditCard
1561063,DigitalOtherProduct,Y,AadhaarUpdated
4140715,AdvanceProduct,Y,TermLoan
4253255,DepositProduct,Y,SB
2994004,DepositProduct,N,FixedDeposit
1568019,RecommendedProduct,Y,LifeInsurance
21751,DepositProduct,N,FixedDeposit
4280800,DigitalOtherProduct,Y,MobileBanking
5313931,AdvanceProduct,Y,JewelLoan
5579420,AdvanceProduct,Y,TermLoan
5421335,AdvanceProduct,Y,TermLoan
5994027,RecommendedProduct,Y,HealthInsurance
3225228,AdvanceProduct,Y,OverDraftOLCC
4459021,AdvanceProduct,Y,JewelLoan
5804950,AdvanceProduct,Y,JewelLoan
958674,DepositProduct,Y,CA
3244473,RecommendedProduct,Y,HealthInsurance
2018657,AdvanceProduct,Y,JewelLoan
4851624,AdvanceProduct,Y,OverDraftOLCC
4371034,AlternateIncomePro,N,LifeInsurance
2657663,AlternateIncomePro,N,HealthInsurance
3182763,AlternateIncomePro,N,MutualFund
2693530,DepositProduct,N,FixedDeposit
403294,RecommendedProduct,Y,SB
3529805,AlternateIncomeProduct,Y,LifeInsurance
4991870,DepositProduct,N,FixedDeposit
5620372,AdvanceProduct,Y,JewelLoan
5489824,DepositProduct,N,FixedDeposit
5393341,AdvanceProduct,Y,JewelLoan
1353365,DepositProduct,N,FixedDeposit
1300646,AdvanceProduct,Y,OverDraftOLCC
4612108,DepositProduct,Y,FixedDeposit
1323363,DepositProduct,Y,FixedDeposit
5142142,DepositProduct,Y,CA
1596083,AlternateIncomePro,N,HealthInsurance
3702754,AlternateIncomePro,N,HealthInsurance
2916262,AlternateIncomeProduct,Y,SGB
3753698,DepositProduct,Y,FixedDeposit
4445787,AlternateIncomeProduct,Y,HealthInsurance
2729793,DepositProduct,N,SB
4828462,RecommendedProduct,Y,LifeInsurance
2171725,RecommendedProduct,Y,LifeInsurance
229097,DigitalOtherProduct,Y,AadhaarUpdated
5499468,DepositProduct,Y,FixedDeposit
1634710,DigitalOtherProduc,Y,DebitCard
2913163,RecommendedProduct,Y,SB
1887668,AdvanceProduct,Y,OverDraftOLCC
5059276,AdvanceProduct,Y,JewelLoan
5448512,AlternateIncomePro,Y,HealthInsurance
2897248,DepositProduct,Y,FixedDeposit
3016942,DepositProduct,Y,FixedDeposit
5647934,RecommendedProduct,Y,LifeInsurance
987257,DepositProduct,N,SB
1412867,RecommendedProduct,Y,LifeInsurance
1962172,AdvanceProduct,N,OverDraftOLCC
3525628,AdvanceProduct,Y,JewelLoan
5968414,AlternateIncomePro,N,HealthInsurance
5985829,DepositProduct,Y,CA
4337652,AlternateIncomeProduct,Y,HealthInsurance
4949767,RecommendedProduct,Y,LifeInsurance
1381604,DepositProduct,N,SB
316950,RecommendedProduct,N,HealthInsurance
5839394,AdvanceProduct,N,JewelLoan
5996308,RecommendedProduct,Y,HealthInsurance
2785624,AdvanceProduct,Y,JewelLoan
4619435,RecommendedProduct,N,HealthInsurance
3344689,AdvanceProduct,Y,JewelLoan
3448721,RecommendedProduct,Y,FixedDeposit
6226583,RecommendedProduct,Y,HealthInsurance
5579724,AdvanceProduct,Y,JewelLoan
1850486,AlternateIncomePro,N,LifeInsurance
4019438,RecommendedProduct,Y,FixedDeposit
3633011,DepositProduct,Y,FixedDeposit
3242219,DepositProduct,Y,FixedDeposit
5759786,AdvanceProduct,Y,JewelLoan
6370314,AdvanceProduct,Y,JewelLoan
1843013,AdvanceProduct,Y,TermLoan
2936495,AdvanceProduct,N,JewelLoan
6167791,AdvanceProduct,Y,JewelLoan
5677698,AdvanceProduct,Y,OverDraftOLCC
5079091,AdvanceProduct,Y,JewelLoan
2573551,AlternateIncomePro,N,GeneralInsurance
1051419,RecommendedProduct,N,LifeInsurance
2516438,RecommendedProduct,Y,HealthInsurance
5882154,RecommendedProduct,N,HealthInsurance
2984315,AdvanceProduct,N,TermLoan
1210772,DepositProduct,Y,SB
2298602,DepositProduct,Y,FixedDeposit
76153,AlternateIncomeProduct,Y,DEMAT
4194468,DepositProduct,Y,SB
5285778,AlternateIncomeProduct,Y,HealthInsurance
4352532,RecommendedProduct,Y,HealthInsurance
6122241,DepositProduct,Y,CA
2449121,AlternateIncomePro,N,LifeInsurance
872529,RecommendedProduct,N,LifeInsurance
1232900,DepositProduct,Y,SB
5902931,AlternateIncomePro,N,LifeInsurance
4852010,AlternateIncomeProduct,Y,HealthInsurance
1985950,RecommendedProduct,N,FixedDeposit
961531,DepositProduct,Y,FixedDeposit
3359674,RecommendedProduct,Y,HealthInsurance
1425315,DepositProduct,Y,CA
1512701,AlternateIncomeProduct,Y,HealthInsurance
353394,AlternateIncomeProduct,Y,HealthInsurance
17860,AdvanceProduct,Y,OverDraftOLCC
4325238,AdvanceProduct,Y,SwayamGraha
1973088,DepositProduct,N,FixedDeposit
2424979,AlternateIncomePro,N,HealthInsurance
6048714,DepositProduct,N,FixedDeposit
2963619,DepositProduct,Y,RecurringDeposit
5055687,AlternateIncomeProduct,Y,HealthInsurance
3787390,AdvanceProduct,Y,OverDraftOLCC
143845,DepositProduct,N,SB
5313688,DepositProduct,N,SB
4741914,AdvanceProduct,Y,JewelLoan
5276429,DepositProduct,N,FixedDeposit
5232811,AdvanceProduct,Y,TermLoan
2283523,AlternateIncomePro,N,LifeInsurance
5469689,AlternateIncomePro,N,LifeInsurance
4802567,AlternateIncomePro,N,LifeInsurance
5389293,AdvanceProduct,Y,JewelLoan
6364797,AlternateIncomePro,Y,LifeInsurance
6237608,AlternateIncomeProduct,Y,LifeInsurance
1556680,DepositProduct,Y,SB
2152738,RecommendedProduct,Y,FixedDeposit
63606,RecommendedProduct,Y,LifeInsurance
3077386,DepositProduct,Y,FixedDeposit
5050298,DepositProduct,N,RecurringDeposit
5623697,DepositProduct,Y,CA
5525225,AdvanceProduct,Y,TermLoan
2227605,AlternateIncomePro,Y,HealthInsurance
460241,RecommendedProduct,Y,LifeInsurance
5389607,AdvanceProduct,Y,JewelLoan
5402902,DepositProduct,N,CA
4061139,AdvanceProduct,Y,JewelLoan
5142297,RecommendedProduct,Y,LifeInsurance
4794464,AdvanceProduct,Y,TermLoan
6260895,AlternateIncomeProduct,Y,LifeInsurance
4376417,AdvanceProduct,Y,JewelLoan
3760941,RecommendedProduct,Y,FixedDeposit
5831439,DepositProduct,Y,CA
4151868,AdvanceProduct,Y,JewelLoan
2694541,AdvanceProduct,N,JewelLoan
4483773,AlternateIncomePro,N,LifeInsurance
5208444,undefined,Y,undefined
4550457,RecommendedProduct,N,GeneralInsurance
4818539,DepositProduct,N,FixedDeposit
6129249,AdvanceProduct,Y,JewelLoan
5878027,AdvanceProduct,Y,EasyRide
4650301,DigitalOtherProduct,Y,NetBanking
1623741,AlternateIncomePro,N,GeneralInsurance
431755,AdvanceProduct,N,OverDraftOLCC
3237528,DepositProduct,N,FixedDeposit
1913548,DepositProduct,N,CA
711696,AdvanceProduct,Y,JewelLoan
5775691,RecommendedProduct,Y,HealthInsurance
1116332,DepositProduct,Y,SB
6058285,AlternateIncomePro,Y,LifeInsurance
2523973,DepositProduct,Y,SB
4576313,PaymentProduct,Y,BharatUPIQR
1919134,DepositProduct,Y,FixedDeposit
2321671,AlternateIncomeProduct,Y,HealthInsurance
4256843,AdvanceProduct,Y,JewelLoan
6147275,DepositProduct,N,FixedDeposit
2286911,RecommendedProduct,Y,HealthInsurance
492769,AlternateIncomeProduct,Y,LifeInsurance
5333433,DepositProduct,Y,FixedDeposit
4910115,AdvanceProduct,Y,JewelLoan
5940764,AlternateIncomeProduct,Y,LifeInsurance
5807046,AdvanceProduct,Y,JewelLoan
5276281,AdvanceProduct,Y,JewelLoan
5126199,DigitalOtherProduct,Y,MobileBanking
2011408,AlternateIncomePro,N,LifeInsurance
56018,RecommendedProduct,Y,GeneralInsurance
6326577,DepositProduct,Y,SB
6250439,DepositProduct,Y,RecurringDeposit
3580443,AlternateIncomePro,N,HealthInsurance
1996377,DepositProduct,Y,SB
4209898,AlternateIncomeProduct,Y,CreditCard
2434099,AdvanceProduct,Y,SwayamGraha
6231887,RecommendedProduct,N,LifeInsurance
76668,DepositProduct,Y,SB
6532911,AdvanceProduct,Y,JewelLoan
1148516,DigitalOtherProduct,Y,EmailUpdated
1493097,DepositProduct,N,FixedDeposit
1118280,AdvanceProduct,Y,JewelLoan
1724815,DigitalOtherProduct,Y,AadhaarUpdated
4612610,AdvanceProduct,Y,OverDraftOLCC
5695514,DepositProduct,N,FixedDeposit
6249118,AlternateIncomeProduct,Y,SBICreditCard
5593361,AlternateIncomePro,N,HealthInsurance
4097479,AdvanceProduct,Y,JewelLoan
6241353,DepositProduct,Y,SB
1484566,AdvanceProduct,Y,TermLoan
6243706,DepositProduct,Y,CA
2339860,RecommendedProduct,N,LifeInsurance
2236505,AlternateIncomePro,N,SGB
6114472,AlternateIncomeProduct,Y,HealthInsurance
5360142,RecommendedProduct,Y,FixedDeposit
6006778,DepositProduct,Y,SB
5776398,AlternateIncomePro,N,LifeInsurance
4431733,AdvanceProduct,Y,JewelLoan
5760179,AdvanceProduct,Y,JewelLoan
2632218,AlternateIncomeProduct,Y,SGB
5961017,AlternateIncomeProduct,Y,LifeInsurance
172883,RecommendedProduct,Y,HealthInsurance
2670874,DepositProduct,N,FixedDeposit
682516,DepositProduct,N,FixedDeposit
5793146,AdvanceProduct,Y,TermLoan
3623638,RecommendedProduct,Y,SB
5543816,RecommendedProduct,Y,LifeInsurance
5083046,DepositProduct,Y,CA
6113988,AdvanceProduct,Y,JewelLoan
5776404,AlternateIncomeProduct,Y,HealthInsurance
928384,DepositProduct,Y,SB
1069741,DepositProduct,N,SB
3375257,PaymentProduct,Y,ASBA
5850871,DepositProduct,Y,CA
1633006,DepositProduct,Y,FixedDeposit
5488606,RecommendedProduct,N,MutualFund
5687243,PaymentProduct,Y,Fastag
1523066,AdvanceProduct,Y,JewelLoan
5494268,DepositProduct,Y,CA
1318750,RecommendedProduct,N,SB
6292649,AlternateIncomeProduct,Y,HealthInsurance
4455566,DepositProduct,Y,FixedDeposit
3271460,AlternateIncomeProduct,Y,LifeInsurance
3969400,AlternateIncomePro,N,LifeInsurance
5428323,AdvanceProduct,Y,JewelLoan
1969124,AdvanceProduct,Y,JewelLoan
6018568,DepositProduct,N,CA
6273084,AlternateIncomeProduct,Y,SBICreditCard
3410872,DepositProduct,N,FixedDeposit
5020279,AlternateIncomeProduct,Y,CUBCreditCard
2025975,AlternateIncomeProduct,Y,LifeInsurance
3212607,AdvanceProduct,Y,JewelLoan
6077077,AdvanceProduct,Y,JewelLoan
4835665,AdvanceProduct,Y,JewelLoan
1506189,AdvanceProduct,Y,OverDraftOLCC
2085814,AlternateIncomePro,N,SGB
1163396,RecommendedProduct,Y,HealthInsurance
2381180,RecommendedProduct,Y,MutualFund
4555297,RecommendedProduct,N,LifeInsurance
5994574,AdvanceProduct,N,TermLoan
4586274,RecommendedProduct,Y,SB
5303685,AdvanceProduct,Y,JewelLoan
3527687,DepositProduct,N,SB
4134142,AlternateIncomePro,N,HealthInsurance
880826,DepositProduct,Y,FixedDeposit
3327101,RecommendedProduct,N,LifeInsurance
2690241,AdvanceProduct,Y,JewelLoan
4445319,AlternateIncomeProduct,Y,CUBCreditCard
1123442,RecommendedProduct,Y,HealthInsurance
5777598,RecommendedProduct,N,HealthInsurance
5259052,AdvanceProduct,Y,TermLoan
3380516,RecommendedProduct,Y,SB
1638306,DigitalOtherProduc,Y,NetBanking
2236796,undefined,Y,undefined
6281628,DepositProduct,Y,FixedDeposit
4466363,DepositProduct,Y,CA
1720589,DepositProduct,Y,FixedDeposit
4075612,AlternateIncomePro,N,LifeInsurance
3563718,undefined,Y,undefined
3074605,RecommendedProduct,Y,HealthInsurance
346155,DepositProduct,Y,SB
4884492,RecommendedProduct,Y,GeneralInsurance
6084039,DepositProduct,N,FixedDeposit
3709656,AdvanceProduct,N,DharaniSpecial
3913354,RecommendedProduct,Y,FixedDeposit
4093392,RecommendedProduct,Y,SB
6062598,RecommendedProduct,Y,FixedDeposit
5269227,AdvanceProduct,Y,JewelLoan
6225578,RecommendedProduct,Y,SB
2059234,RecommendedProduct,Y,SB
4064746,DepositProduct,Y,FixedDeposit
4667690,AdvanceProduct,N,OverDraftOLCC
1204754,DepositProduct,N,RecurringDeposit
3695122,RecommendedProduct,Y,LifeInsurance
2237510,AdvanceProduct,N,TermLoan
5446422,RecommendedProduct,Y,LifeInsurance
5169688,DepositProduct,Y,FixedDeposit
6223599,AdvanceProduct,N,JewelLoan
5508707,AdvanceProduct,Y,TermLoan
6321075,RecommendedProduct,Y,HealthInsurance
4425036,AdvanceProduct,Y,JewelLoan
6342929,AdvanceProduct,Y,JewelLoan
4082082,RecommendedProduct,Y,HealthInsurance
968488,AlternateIncomeProduct,Y,LifeInsurance
3624039,DepositProduct,Y,FixedDeposit
6304804,RecommendedProduct,N,HealthInsurance
3913354,DigitalOtherProduc,N,DebitCard
2027530,DepositProduct,Y,FixedDeposit
1019268,AlternateIncomePro,N,LifeInsurance
4928266,AdvanceProduct,Y,JewelLoan
4752020,RecommendedProduct,Y,OverDraftOLCC
2173797,DepositProduct,Y,SB
2608343,RecommendedProduct,Y,LifeInsurance
2110980,DigitalOtherProduct,Y,NetBanking
3955420,DepositProduct,Y,CA
3411307,RecommendedProduct,Y,HealthInsurance
6588603,DepositProduct,Y,CA
1176954,AlternateIncomeProduct,Y,LifeInsurance
3042660,AdvanceProduct,Y,JewelLoan
3539612,AdvanceProduct,Y,JewelLoan
74325,RecommendedProduct,Y,LifeInsurance
3688318,RecommendedProduct,N,LifeInsurance
2882457,undefined,Y,undefined
3635367,PaymentProduct,Y,Fastag
5650972,DigitalOtherProduct,Y,DebitCard
993140,RecommendedProduct,Y,MutualFund
1209479,undefined,Y,undefined
3016537,AdvanceProduct,N,TermLoan
4222923,RecommendedProduct,N,FixedDeposit
2972478,AdvanceProduct,Y,JewelLoan
2320939,AlternateIncomePro,Y,SBICreditCard
2636323,AlternateIncomePro,N,LifeInsurance
5849926,AdvanceProduct,Y,OverDraftOLCC
5312463,AdvanceProduct,Y,JewelLoan
4511999,RecommendedProduct,Y,LifeInsurance
2556791,AdvanceProduct,N,TermLoan
1263021,AlternateIncomeProduct,Y,HealthInsurance
6042503,AlternateIncomeProduct,Y,HealthInsurance
5788347,AdvanceProduct,Y,OverDraftOLCC
5580868,DepositProduct,N,FixedDeposit
3231981,RecommendedProduct,Y,MutualFund
496149,DepositProduct,N,SB
473684,AdvanceProduct,Y,JewelLoan
5876740,RecommendedProduct,Y,SB
4430999,AdvanceProduct,Y,JewelLoan
5800312,DepositProduct,Y,SB
5869445,DepositProduct,N,SB
1532840,DepositProduct,Y,CA
3181637,DepositProduct,N,FixedDeposit
5860240,DigitalOtherProduct,Y,MobileBanking
4540710,AdvanceProduct,Y,JewelLoan
1587081,AlternateIncomePro,N,Locker
3282821,DepositProduct,N,CA
5505048,AdvanceProduct,Y,JewelLoan
3506174,AdvanceProduct,Y,JewelLoan
3610462,AdvanceProduct,Y,JewelLoan
2573022,DepositProduct,N,FixedDeposit
5986662,RecommendedProduct,Y,HealthInsurance
6240302,RecommendedProduct,Y,HealthInsurance
5567154,undefined,Y,undefined
6537275,AlternateIncomeProduct,Y,HealthInsurance
4339496,AlternateIncomeProduct,Y,LifeInsurance
188310,AlternateIncomeProduct,Y,SGB
2107662,AlternateIncomePro,N,HealthInsurance
2654410,RecommendedProduct,Y,SB
1373957,DigitalOtherProduct,Y,AadhaarUpdated
3871812,RecommendedProduct,Y,LifeInsurance
446344,RecommendedProduct,Y,SB
2524776,AdvanceProduct,Y,JewelLoan
599231,undefined,Y,undefined
5396514,AdvanceProduct,Y,TermLoan
2726608,DepositProduct,N,FixedDeposit
990791,DepositProduct,N,SB
1049266,RecommendedProduct,Y,HealthInsurance
4151648,AlternateIncomePro,N,LifeInsurance
5953053,DigitalOtherProduc,Y,MobileBanking
3042217,RecommendedProduct,N,SB
5633464,undefined,Y,undefined
5108847,DepositProduct,Y,FixedDeposit
3568886,RecommendedProduct,Y,FixedDeposit
6151536,AdvanceProduct,N,JewelLoan
3277075,AdvanceProduct,Y,SwayamGraha
2266618,RecommendedProduct,Y,HealthInsurance
1003923,AlternateIncomePro,N,SBICreditCard
3450890,AdvanceProduct,N,JewelLoan
5854434,DigitalOtherProduc,N,MobileBanking
6167019,AdvanceProduct,N,JewelLoan
640147,RecommendedProduct,Y,FixedDeposit
3154425,DepositProduct,N,SB
3326714,DepositProduct,N,FixedDeposit
4161674,DepositProduct,Y,FixedDeposit
5013825,DigitalOtherProduc,N,NetBanking
3042902,DepositProduct,Y,FixedDeposit
129573,AlternateIncomePro,N,LifeInsurance
2708299,RecommendedProduct,Y,HealthInsurance
2959600,DigitalOtherProduct,Y,NetBanking
1767127,DepositProduct,Y,FixedDeposit
6351017,RecommendedProduct,Y,FixedDeposit
6106909,RecommendedProduct,Y,TermLoan
1483771,RecommendedProduct,Y,LifeInsurance
4467745,AdvanceProduct,Y,SwayamGraha
175720,AlternateIncomePro,N,LifeInsurance
5732061,DigitalOtherProduc,Y,NetBanking
5354745,AdvanceProduct,Y,TermLoan
4926529,DepositProduct,Y,CA
3506613,DepositProduct,N,FixedDeposit
3826306,AdvanceProduct,Y,JewelLoan
85440,AlternateIncomePro,N,LifeInsurance
6266150,AdvanceProduct,Y,JewelLoan
4543149,DepositProduct,Y,CA
1282654,DepositProduct,N,SB
5379666,DepositProduct,Y,FixedDeposit
6297859,DepositProduct,Y,FixedDeposit
1675814,AdvanceProduct,Y,JewelLoan
5421454,RecommendedProduct,Y,LifeInsurance
5808885,AdvanceProduct,N,JewelLoan
4977641,DepositProduct,Y,SB
6462593,DepositProduct,Y,SB
6516093,AdvanceProduct,Y,JewelLoan
6102929,AdvanceProduct,Y,JewelLoan
5446108,AdvanceProduct,N,JewelLoan
5389607,DepositProduct,Y,SB
1535634,DepositProduct,N,SB
2996786,RecommendedProduct,Y,BharatUPIQR
5508032,RecommendedProduct,Y,FixedDeposit
1657660,AdvanceProduct,Y,JewelLoan
6398845,AlternateIncomeProduct,Y,LifeInsurance
6318161,RecommendedProduct,Y,SB
3494258,RecommendedProduct,Y,FixedDeposit
5326128,AlternateIncomeProduct,Y,LifeInsurance
5574432,RecommendedProduct,N,LifeInsurance
3246299,AlternateIncomePro,N,HealthInsurance
2343453,undefined,Y,undefined
617817,AdvanceProduct,Y,JewelLoan
5279249,RecommendedProduct,Y,SB
1281049,RecommendedProduct,Y,SB
3073310,DepositProduct,Y,FixedDeposit
5885069,AlternateIncomeProduct,Y,HealthInsurance
6193379,DepositProduct,Y,CA
1896464,DepositProduct,N,FixedDeposit
2917833,RecommendedProduct,Y,SB
4509678,DigitalOtherProduct,Y,DebitCard
1404145,RecommendedProduct,N,GeneralInsurance
4399083,AlternateIncomePro,Y,LifeInsurance
5855307,AlternateIncomeProduct,Y,HealthInsurance
3962759,DepositProduct,Y,FixedDeposit
5199497,AdvanceProduct,N,JewelLoan
1279559,DepositProduct,N,FixedDeposit
107844,DepositProduct,Y,SB
4311204,AlternateIncomePro,Y,MutualFund
883586,AdvanceProduct,N,JewelLoan
4795060,RecommendedProduct,Y,FixedDeposit
5930650,AdvanceProduct,Y,JewelLoan
2054972,AdvanceProduct,Y,JewelLoan
4104045,AdvanceProduct,Y,JewelLoan
2624209,AlternateIncomePro,Y,LifeInsurance
1698042,RecommendedProduct,N,LifeInsurance
6066602,RecommendedProduct,Y,SB
3775700,RecommendedProduct,Y,HealthInsurance
3730551,AdvanceProduct,N,JewelLoan
5489811,AdvanceProduct,N,DharaniSpecial
2622377,DepositProduct,N,SB
4379673,AdvanceProduct,N,OverDraftOLCC
4010930,AdvanceProduct,Y,JewelLoan
5028427,AdvanceProduct,Y,JewelLoan
6050132,RecommendedProduct,Y,FixedDeposit
3796927,RecommendedProduct,Y,LifeInsurance
52272,DepositProduct,N,FixedDeposit
2478778,RecommendedProduct,N,LifeInsurance
1640955,AlternateIncomeProduct,Y,HealthInsurance
999585,RecommendedProduct,N,Fastag
4951870,AdvanceProduct,Y,DharaniSpecial
1624308,RecommendedProduct,N,LifeInsurance
5960750,DepositProduct,N,SB
970807,DepositProduct,N,FixedDeposit
211355,DepositProduct,N,RecurringDeposit
5755396,DigitalOtherProduct,Y,MobileBanking
5319256,AdvanceProduct,Y,OverDraftOLCC
